Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 00:00:00+08:00,18.53698242523008,18.573836117047687,17.984189700387283,18.10948944091797,55516612,0.0,0.0
2019-01-03 00:00:00+08:00,17.98419132458424,18.463278114883924,17.969449846525855,18.33797836303711,37410758,0.0,0.0
2019-01-04 00:00:00+08:00,18.24953154338739,18.905511825489278,18.168454823280538,18.802324295043945,66853140,0.0,0.0
2019-01-07 00:00:00+08:00,18.249532672475176,18.905512995162177,18.6401734139114,18.809696197509766,45604029,0.0,0.0
2019-01-08 00:00:00+08:00,18.794953739231552,18.80232447802433,18.544354243575825,18.588577270507812,26928031,0.0,0.0
2019-01-09 00:00:00+08:00,18.588577214498372,19.23718816806169,18.588577214498372,18.942365646362305,63820048,0.0,0.0
2019-01-10 00:00:00+08:00,18.794951096983695,19.222444046093873,18.77283888371396,19.052921295166016,42630689,0.0,0.0
2019-01-11 00:00:00+08:00,19.052923430005883,19.590974694103288,18.979217450005983,19.502527236938477,49391033,0.0,0.0
2019-01-14 00:00:00+08:00,19.502529870149765,19.576235860101374,19.325636337760802,19.391971588134766,29424462,0.0,0.0
2019-01-15 00:00:00+08:00,19.391970271915625,19.77524026898989,19.384599532838266,19.753128051757812,36671891,0.0,0.0
2019-01-16 00:00:00+08:00,19.67942167030687,19.812090744074723,19.61308643051064,19.789979934692383,22995524,0.0,0.0
2019-01-17 00:00:00+08:00,19.78998159894761,19.78998159894761,19.480417589140366,19.509899139404297,32368214,0.0,0.0
2019-01-18 00:00:00+08:00,19.509900235059327,20.0921759980877,19.502529495623232,19.974246978759766,54639785,0.0,0.0
2019-01-21 00:00:00+08:00,19.959504055453756,20.416480026647562,19.92265176676501,20.143768310546875,41558808,0.0,0.0
2019-01-22 00:00:00+08:00,20.121653585446587,20.232213249379704,19.723643575090755,19.88579559326172,34907241,0.0,0.0
2019-01-23 00:00:00+08:00,19.863685662439654,20.21010192803303,19.84157344751151,20.01846694946289,27325047,0.0,0.0
2019-01-24 00:00:00+08:00,20.033208856768972,20.6670783067572,20.033208856768972,20.541778564453125,54340953,0.0,0.0
2019-01-25 00:00:00+08:00,20.54178147959037,21.101943624394234,20.527040000562685,21.0208683013916,53648170,0.0,0.0
2019-01-28 00:00:00+08:00,21.020866422755837,21.477840985175707,21.0061249450456,21.124053955078125,57736588,0.0,0.0
2019-01-29 00:00:00+08:00,21.05034565163083,21.249351361305354,20.98401041507266,21.109310150146484,34662858,0.0,0.0
2019-01-30 00:00:00+08:00,21.079831210346402,21.219872438821533,20.873454737110666,20.947160720825195,26689204,0.0,0.0
2019-01-31 00:00:00+08:00,20.969270265875195,21.588398200871147,20.969270265875195,21.52943229675293,57142036,0.0,0.0
2019-02-01 00:00:00+08:00,21.529434638677884,21.69158808099261,21.286205881030476,21.59576988220215,39652160,0.0,0.0
2019-02-11 00:00:00+08:00,21.448357865105134,21.765292583545463,21.30094591044581,21.6621036529541,35363599,0.0,0.0
2019-02-12 00:00:00+08:00,21.662103634776614,21.802144851002996,21.359910393220716,21.610509872436523,39582711,0.0,0.0
2019-02-13 00:00:00+08:00,21.610508299522987,22.14119017256606,21.463097761541178,21.993778228759766,53577589,0.0,0.0
2019-02-14 00:00:00+08:00,21.853735547861056,22.185411696128813,21.73580656310461,22.00851821899414,45238656,0.0,0.0
2019-02-15 00:00:00+08:00,21.920076089913955,22.00115281376736,21.30831880604443,21.485212326049805,49566659,0.0,0.0
2019-02-18 00:00:00+08:00,21.632622071948767,22.10433807680727,21.632622071948767,22.015892028808594,44664584,0.0,0.0
2019-02-19 00:00:00+08:00,22.008521952698892,22.576054760936035,21.905333019162896,22.02326202392578,49367644,0.0,0.0
2019-02-20 00:00:00+08:00,22.31071651993227,22.43601627061623,22.09696930754358,22.22226905822754,33434029,0.0,0.0
2019-02-21 00:00:00+08:00,22.244381261447852,22.583426818487556,21.99378176023385,22.17067527770996,45313976,0.0,0.0
2019-02-22 00:00:00+08:00,22.16330212358532,22.583424357537826,21.964296410926384,22.576053619384766,41487507,0.0,0.0
2019-02-25 00:00:00+08:00,22.848768194152605,24.24917769200239,22.826655976900067,23.96909523010254,110184676,0.0,0.0
2019-02-26 00:00:00+08:00,23.79957113975946,24.322880933533593,23.08462495198539,23.209924697875977,94856286,0.0,0.0
2019-02-27 00:00:00+08:00,23.364708608658677,23.82168318381714,23.1435906543153,23.37207794189453,80834244,0.0,0.0
2019-02-28 00:00:00+08:00,23.36470828458603,23.659529407971846,23.18044402810136,23.394189834594727,48764347,0.0,0.0
2019-03-01 00:00:00+08:00,23.62267775678702,24.271288744386567,23.32785521961666,24.249177932739258,68267071,0.0,0.0
2019-03-04 00:00:00+08:00,24.322881463032733,24.905157178913306,23.954352956017086,24.094392776489258,95646115,0.0,0.0
2019-03-05 00:00:00+08:00,24.219694529995905,24.219694529995905,23.659529610953037,23.843793869018555,67380367,0.0,0.0
2019-03-06 00:00:00+08:00,23.81431345506805,24.035429999914342,23.42367272629324,23.74797821044922,54673630,0.0,0.0
2019-03-07 00:00:00+08:00,23.593195088040957,23.659530335441804,22.826656482044736,23.06988525390625,70772728,0.0,0.0
2019-03-08 00:00:00+08:00,22.65713394027706,23.003550253673268,22.377052874994458,22.686616897583008,77006601,0.0,0.0
2019-03-11 00:00:00+08:00,22.53183331120424,22.72346830880067,22.244381517721962,22.502351760864258,67530995,0.0,0.0
2019-03-12 00:00:00+08:00,22.782431668715226,23.091995663741358,22.443386124832855,22.598167419433594,83869724,0.0,0.0
2019-03-13 00:00:00+08:00,22.693987762709675,23.084627108405464,22.295976271821754,22.878252029418945,66661144,0.0,0.0
2019-03-14 00:00:00+08:00,22.83402512634251,23.512117610807945,22.83402512634251,23.180442810058594,67871540,0.0,0.0
2019-03-15 00:00:00+08:00,23.158331797700104,23.548972527316337,22.9961797581852,23.34259605407715,59594269,0.0,0.0
2019-03-18 00:00:00+08:00,23.431043492296315,23.99857773876865,23.283631525012037,23.851165771484375,59313092,0.0,0.0
2019-03-19 00:00:00+08:00,23.88064999718629,24.042800639337294,23.534232277394,23.60793685913086,48675050,0.0,0.0
2019-03-20 00:00:00+08:00,23.49737501870263,23.93224013881207,23.364705948192892,23.784828186035156,46537913,0.0,0.0
2019-03-21 00:00:00+08:00,23.68164274606954,23.880648478079298,23.52686004145372,23.571083068847656,38622372,0.0,0.0
2019-03-22 00:00:00+08:00,23.644790944559304,23.86590749190804,23.372077818234736,23.843793869018555,43026848,0.0,0.0
2019-03-25 00:00:00+08:00,23.585823008694682,23.65952758093717,22.922472017740063,22.97406578063965,63921055,0.0,0.0
2019-03-26 00:00:00+08:00,23.283630678839494,23.32785370508774,23.003548232343057,23.209924697875977,40336190,0.0,0.0
2019-03-27 00:00:00+08:00,23.357336464087886,23.983835188291263,23.180442954752458,23.880647659301758,59415447,0.0,0.0
2019-03-28 00:00:00+08:00,23.711123579630488,24.064913432372126,23.548972943077498,23.96909523010254,38742255,0.0,0.0
2019-03-29 00:00:00+08:00,23.969092779033705,25.295794750373744,23.888016063223343,25.0009708404541,116415221,0.0,0.0
2019-04-01 00:00:00+08:00,25.20734633909747,25.83384357438681,24.986229833209993,25.118900299072266,104639618,0.0,0.0
2019-04-02 00:00:00+08:00,25.133642214103862,25.494801376038758,25.126272881335478,25.421096801757812,69428666,0.0,0.0
2019-04-03 00:00:00+08:00,25.35476393716187,25.760144757008593,25.28842868943062,25.693809509277344,58160643,0.0,0.0
2019-04-04 00:00:00+08:00,25.72328900996794,26.570902826362524,25.72328900996794,26.231857299804688,82285226,0.0,0.0
2019-04-08 00:00:00+08:00,26.312933447652995,26.733055680553957,26.27608116280449,26.48245620727539,81066201,0.0,0.0
2019-04-09 00:00:00+08:00,26.460350009751473,26.46771934334573,25.841221956798666,25.966520309448242,51123625,0.0,0.0
2019-04-10 00:00:00+08:00,25.83384746598178,26.113929915176787,25.443208153013273,25.848588943481445,67454117,0.0,0.0
2019-04-11 00:00:00+08:00,25.93703221604637,26.276080538889705,25.590617372716995,25.76750946044922,57251604,0.0,0.0
2019-04-12 00:00:00+08:00,25.693806339427724,25.79699386502395,25.502169953335425,25.649581909179688,36335801,0.0,0.0
2019-04-15 00:00:00+08:00,26.106560750327816,26.696208671017835,25.66432762145996,25.66432762145996,92492092,0.0,0.0
2019-04-16 00:00:00+08:00,25.575876522785823,26.607754557543863,25.50216914138582,26.53404998779297,84081516,0.0,0.0
2019-04-17 00:00:00+08:00,26.452975970453323,26.887839724267504,26.261342382578153,26.408754348754883,49478982,0.0,0.0
2019-04-18 00:00:00+08:00,26.386640066968386,26.386640066968386,25.892813226011743,26.165523529052734,32274070,0.0,0.0
2019-04-19 00:00:00+08:00,26.239226085491183,26.865726174970202,26.224487420860292,26.53404998779297,41174863,0.0,0.0
2019-04-22 00:00:00+08:00,26.3866388767518,26.644610502391558,25.35476080914036,25.649581909179688,71582971,0.0,0.0
2019-04-23 00:00:00+08:00,25.575880961011805,26.2318613052351,25.553767336929837,25.966520309448242,49569211,0.0,0.0
2019-04-24 00:00:00+08:00,26.187634817453947,26.460347937123156,25.66432501211473,26.386640548706055,54009831,0.0,0.0
2019-04-25 00:00:00+08:00,26.05496003282918,26.430860622637418,26.003366275271016,26.11392593383789,43378827,0.0,0.0
